date,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-08-26 23:00:00,178.58,0.0,1.22,46.49,0.3,0.74,1.16,0.94
2021-08-27 00:00:00,171.9,0.0,1.24,48.64,0.27,0.75,1.15,1.05
2021-08-27 01:00:00,166.89,0.0,1.09,50.78,0.28,0.79,1.16,1.12
2021-08-27 02:00:00,161.89,0.0,0.98,51.5,0.33,0.78,1.12,1.22
2021-08-27 03:00:00,160.22,0.0,0.89,50.07,0.37,0.77,1.09,1.24
2021-08-27 04:00:00,160.22,0.0,0.84,46.49,0.4,0.81,1.12,1.17
2021-08-27 05:00:00,166.89,0.0,1.11,43.63,0.51,0.97,1.34,1.36
2021-08-27 06:00:00,180.24,0.0,2.06,40.41,0.67,1.29,1.82,1.63
2021-08-27 07:00:00,216.96,0.02,5.74,34.33,1.03,1.8,2.63,1.88
2021-08-27 08:00:00,267.03,0.1,10.97,26.46,1.34,2.25,3.33,2.03
2021-08-27 09:00:00,263.69,1.55,8.74,28.61,1.37,2.21,3.21,2.31
2021-08-27 10:00:00,220.3,1.59,4.07,41.49,1.13,1.83,2.55,1.98
2021-08-27 11:00:00,170.23,0.3,1.1,58.65,0.53,1.49,1.89,0.79
2021-08-27 12:00:00,160.22,0.15,0.85,65.8,0.38,1.51,1.87,0.68
2021-08-27 13:00:00,155.21,0.11,0.81,67.23,0.32,1.55,1.87,0.67
2021-08-27 14:00:00,148.54,0.09,0.69,73.67,0.23,2.22,2.49,0.52
2021-08-27 15:00:00,143.53,0.07,0.62,78.68,0.18,3.0,3.27,0.43
2021-08-27 16:00:00,141.86,0.07,0.63,79.39,0.15,3.29,3.56,0.42
2021-08-27 17:00:00,143.53,0.07,0.88,78.68,0.14,3.3,3.57,0.44
2021-08-27 18:00:00,145.2,0.05,1.1,77.25,0.15,3.25,3.53,0.49
2021-08-27 19:00:00,146.87,0.02,1.14,75.82,0.18,3.19,3.48,0.55
2021-08-27 20:00:00,146.87,0.0,1.23,73.67,0.22,3.11,3.42,0.66
2021-08-27 21:00:00,150.2,0.0,1.34,70.81,0.28,2.85,3.18,0.88
2021-08-27 22:00:00,158.55,0.0,1.71,65.09,0.92,2.82,3.18,1.16
2021-08-27 23:00:00,166.89,0.0,2.14,60.08,1.49,3.03,3.34,1.25
2021-08-28 00:00:00,165.22,0.0,2.14,56.51,1.12,2.8,3.06,1.31
2021-08-28 01:00:00,158.55,0.0,1.71,54.36,0.63,2.39,2.63,1.47
2021-08-28 02:00:00,156.88,0.0,1.48,52.21,0.47,2.12,2.36,1.6
2021-08-28 03:00:00,155.21,0.0,1.25,49.35,0.38,1.87,2.1,1.55
2021-08-28 04:00:00,153.54,0.0,1.04,48.64,0.3,1.63,1.84,1.39
2021-08-28 05:00:00,155.21,0.0,1.05,48.64,0.29,1.55,1.79,1.52
2021-08-28 06:00:00,158.55,0.0,1.41,47.92,0.35,1.57,1.9,1.85
2021-08-28 07:00:00,171.9,0.0,3.13,45.78,0.52,1.67,2.16,2.12
2021-08-28 08:00:00,191.93,0.0,5.57,42.92,0.65,1.76,2.38,2.22
2021-08-28 09:00:00,193.6,0.07,5.83,41.13,0.68,1.85,2.48,2.19
2021-08-28 10:00:00,181.91,0.23,4.24,42.2,0.68,2.05,2.63,2.09
2021-08-28 11:00:00,173.57,0.17,2.1,45.42,0.63,2.42,2.78,1.3
2021-08-28 12:00:00,178.58,0.15,1.36,46.49,0.6,2.35,2.61,0.99
2021-08-28 13:00:00,183.58,0.15,1.11,48.64,0.62,2.31,2.54,0.93
2021-08-28 14:00:00,186.92,0.14,0.89,49.35,0.6,2.07,2.26,0.83
2021-08-28 15:00:00,188.59,0.11,0.8,45.42,0.51,1.66,1.82,0.78
2021-08-28 16:00:00,185.25,0.11,0.81,41.49,0.46,1.27,1.42,0.75
2021-08-28 17:00:00,185.25,0.15,1.24,38.62,0.46,0.93,1.08,0.81
2021-08-28 18:00:00,183.58,0.17,1.74,36.48,0.48,0.74,0.91,0.95
2021-08-28 19:00:00,181.91,0.1,1.91,34.69,0.55,0.64,0.85,1.08
2021-08-28 20:00:00,181.91,0.02,1.99,33.62,0.75,0.7,0.96,1.19
2021-08-28 21:00:00,180.24,0.0,2.1,32.9,1.01,0.83,1.13,1.24
2021-08-28 22:00:00,183.58,0.0,2.29,32.19,1.34,0.98,1.29,1.17
2021-08-28 23:00:00,183.58,0.0,2.23,30.4,1.7,1.12,1.39,0.97
2021-08-29 00:00:00,181.91,0.0,1.95,27.9,1.79,1.16,1.36,0.81
2021-08-29 01:00:00,180.24,0.0,1.67,25.75,1.64,1.07,1.24,0.69
2021-08-29 02:00:00,181.91,0.0,1.69,24.32,2.0,1.15,1.3,0.63
2021-08-29 03:00:00,185.25,0.0,1.84,22.89,2.5,1.36,1.52,0.63
2021-08-29 04:00:00,186.92,0.0,1.97,21.82,2.83,1.56,1.74,0.64
2021-08-29 05:00:00,188.59,0.0,2.25,20.74,3.1,1.77,2.01,0.75
2021-08-29 06:00:00,191.93,0.01,2.74,19.31,3.43,1.98,2.32,0.86
2021-08-29 07:00:00,196.93,0.03,3.77,17.7,3.49,2.1,2.54,0.95
2021-08-29 08:00:00,205.28,0.08,5.06,15.91,3.31,1.98,2.49,1.0
2021-08-29 09:00:00,206.95,0.28,5.1,15.91,3.04,1.47,1.95,1.01
2021-08-29 10:00:00,203.61,0.57,4.11,18.06,2.59,0.99,1.41,1.01
2021-08-29 11:00:00,193.6,0.26,2.51,23.25,1.54,0.51,0.72,0.65
2021-08-29 12:00:00,193.6,0.25,2.01,25.75,1.24,0.5,0.66,0.7
2021-08-29 13:00:00,191.93,0.22,1.69,28.25,0.87,0.5,0.65,0.86
2021-08-29 14:00:00,193.6,0.16,1.41,29.68,0.48,0.5,0.64,1.01
2021-08-29 15:00:00,198.6,0.15,1.3,30.04,0.29,0.5,0.62,0.98
2021-08-29 16:00:00,205.28,0.14,1.34,30.4,0.24,0.5,0.61,0.9
2021-08-29 17:00:00,211.95,0.1,1.97,30.04,0.27,0.5,0.61,0.9
2021-08-29 18:00:00,216.96,0.06,2.61,30.04,0.33,0.5,0.64,1.01
2021-08-29 19:00:00,216.96,0.03,2.61,30.76,0.37,0.5,0.68,1.08
2021-08-29 20:00:00,216.96,0.01,2.74,30.04,0.43,0.5,0.73,1.24
2021-08-29 21:00:00,216.96,0.0,3.04,28.25,0.49,0.5,0.8,1.39
2021-08-29 22:00:00,216.96,0.0,3.21,25.75,0.5,0.5,0.84,1.43
2021-08-29 23:00:00,216.96,0.01,3.47,22.35,0.44,0.5,0.85,1.54
2021-08-30 00:00:00,220.3,0.01,3.77,19.13,0.37,0.5,0.86,1.74
2021-08-30 01:00:00,220.3,0.01,3.77,16.63,0.41,0.5,0.88,1.87
2021-08-30 02:00:00,220.3,0.01,3.56,14.13,0.47,0.5,0.93,2.19
2021-08-30 03:00:00,220.3,0.01,3.38,11.8,0.45,0.5,0.99,2.6
2021-08-30 04:00:00,216.96,0.02,3.3,10.1,0.46,0.5,1.01,2.88
2021-08-30 05:00:00,220.3,0.04,3.47,8.76,0.54,0.55,1.08,3.29
2021-08-30 06:00:00,226.97,0.1,4.07,7.78,0.67,0.76,1.33,3.39
2021-08-30 07:00:00,247.0,0.42,6.17,6.26,0.95,1.18,1.8,3.33
2021-08-30 08:00:00,290.39,0.58,8.91,6.53,1.4,2.06,2.61,2.25
2021-08-30 09:00:00,320.44,1.63,10.11,6.26,1.67,2.68,3.35,2.22
2021-08-30 10:00:00,327.11,2.49,8.14,11.8,1.8,3.09,3.9,2.38
2021-08-30 11:00:00,290.39,0.88,4.63,27.18,1.34,2.67,3.22,1.52
2021-08-30 12:00:00,263.69,0.38,2.68,38.98,1.07,2.18,2.59,1.27
2021-08-30 13:00:00,250.34,0.25,1.78,45.78,0.92,1.84,2.18,1.19
2021-08-30 14:00:00,233.65,0.21,1.24,46.49,0.68,1.36,1.62,0.97
2021-08-30 15:00:00,216.96,0.21,0.99,45.78,0.53,1.08,1.29,0.82
2021-08-30 16:00:00,211.95,0.22,0.85,47.21,0.45,1.01,1.2,0.78
2021-08-30 17:00:00,216.96,0.35,1.27,50.07,0.47,1.1,1.31,0.94
2021-08-30 18:00:00,226.97,0.43,1.84,51.5,0.54,1.33,1.58,1.19
2021-08-30 19:00:00,233.65,0.32,2.08,49.35,0.63,1.55,1.84,1.33
2021-08-30 20:00:00,250.34,0.13,4.24,44.35,0.98,1.99,2.5,2.19
2021-08-30 21:00:00,263.69,0.0,5.91,38.62,1.24,2.51,3.3,3.07
2021-08-30 22:00:00,257.02,0.0,5.74,35.41,1.13,2.8,3.79,2.95
2021-08-30 23:00:00,243.66,0.0,5.48,32.9,0.78,2.6,3.63,2.31
2021-08-31 00:00:00,236.99,0.0,5.27,31.11,0.48,2.03,2.83,1.95
2021-08-31 01:00:00,230.31,0.0,4.16,28.97,0.43,1.63,2.26,1.73
2021-08-31 02:00:00,240.33,0.0,3.68,26.46,0.64,1.45,2.0,1.62
2021-08-31 03:00:00,257.02,0.0,3.86,25.03,0.95,1.37,1.86,1.55
2021-08-31 04:00:00,267.03,0.0,3.9,23.96,1.16,1.34,1.79,1.52
2021-08-31 05:00:00,263.69,0.0,3.77,23.25,1.28,1.29,1.67,1.6
2021-08-31 06:00:00,260.35,0.01,3.9,21.28,1.39,1.31,1.69,1.9
2021-08-31 07:00:00,270.37,0.06,5.74,16.81,1.57,1.4,1.89,2.31
2021-08-31 08:00:00,297.07,0.32,9.17,11.62,1.68,1.49,2.09,2.53
2021-08-31 09:00:00,327.11,1.73,9.51,11.36,1.74,1.72,2.55,2.85
2021-08-31 10:00:00,337.12,2.52,6.94,23.96,1.67,2.18,3.17,3.07
2021-08-31 11:00:00,290.39,0.86,3.34,45.06,1.09,2.18,2.89,2.34
2021-08-31 12:00:00,260.35,0.33,1.63,54.36,0.84,1.93,2.5,2.03
2021-08-31 13:00:00,250.34,0.23,1.15,57.94,0.76,1.76,2.27,1.98
2021-08-31 14:00:00,233.65,0.2,0.98,55.08,0.62,1.31,1.72,1.69
2021-08-31 15:00:00,223.64,0.2,0.95,53.64,0.54,0.98,1.31,1.44
2021-08-31 16:00:00,223.64,0.22,1.06,54.36,0.51,0.86,1.14,1.39
2021-08-31 17:00:00,226.97,0.28,1.61,55.08,0.53,0.81,1.06,1.43
2021-08-31 18:00:00,230.31,0.28,2.27,51.5,0.52,0.73,0.98,1.47
2021-08-31 19:00:00,226.97,0.14,2.64,44.7,0.52,0.61,0.87,1.49
2021-08-31 20:00:00,230.31,0.02,3.47,37.55,0.68,0.6,0.93,1.71
2021-08-31 21:00:00,236.99,0.0,4.33,32.19,0.87,0.7,1.15,2.15
2021-08-31 22:00:00,236.99,0.0,4.58,29.68,0.89,0.83,1.38,2.25
2021-08-31 23:00:00,233.65,0.0,4.28,30.4,0.68,1.02,1.6,2.03
2021-09-01 00:00:00,243.66,0.0,3.86,34.69,0.66,1.61,2.18,1.96
2021-09-01 01:00:00,270.37,0.0,3.51,41.13,1.0,2.95,3.51,1.98
2021-09-01 02:00:00,313.76,0.0,3.51,47.21,1.49,4.32,4.86,2.06
2021-09-01 03:00:00,343.8,0.0,3.64,47.92,1.77,4.73,5.24,2.0
2021-09-01 04:00:00,353.81,0.0,3.73,43.27,1.74,4.33,4.83,1.92
2021-09-01 05:00:00,353.81,0.0,4.07,36.84,1.64,4.37,4.96,2.28
2021-09-01 06:00:00,357.15,0.0,4.84,30.76,1.52,4.6,5.3,2.57
2021-09-01 07:00:00,377.18,0.03,7.8,23.6,1.59,4.54,5.41,2.82
2021-09-01 08:00:00,413.9,0.24,13.02,15.38,1.74,4.34,5.3,2.82
2021-09-01 09:00:00,433.92,1.05,14.57,11.44,1.85,4.11,5.17,2.82
2021-09-01 10:00:00,417.23,2.01,11.65,14.66,1.83,3.87,4.95,2.72
2021-09-01 11:00:00,337.12,1.31,6.26,25.75,1.24,2.68,3.4,2.0
2021-09-01 12:00:00,297.07,0.73,3.43,40.41,0.95,2.23,2.79,1.74
2021-09-01 13:00:00,273.71,0.37,1.84,50.78,0.78,2.09,2.55,1.6
2021-09-01 14:00:00,247.0,0.25,1.11,46.49,0.57,1.42,1.75,1.3
2021-09-01 15:00:00,230.31,0.22,0.96,42.2,0.45,0.95,1.21,1.12
2021-09-01 16:00:00,226.97,0.23,1.0,42.2,0.42,0.78,1.02,1.09
2021-09-01 17:00:00,240.33,0.41,1.97,44.7,0.51,0.86,1.13,1.35
2021-09-01 18:00:00,260.35,0.51,3.64,45.42,0.67,1.0,1.34,1.68
2021-09-01 19:00:00,267.03,0.24,5.14,39.7,0.82,1.02,1.42,1.92
2021-09-01 20:00:00,277.04,0.02,6.68,34.69,1.12,1.16,1.68,2.22
2021-09-01 21:00:00,287.06,0.0,7.71,30.4,1.33,1.32,2.01,2.53
2021-09-01 22:00:00,270.37,0.0,6.77,27.9,1.19,1.29,2.05,2.41
2021-09-01 23:00:00,243.66,0.0,4.8,29.68,0.82,1.25,1.95,2.01
2021-09-02 00:00:00,233.65,0.0,3.6,32.9,0.57,1.37,1.94,1.74
2021-09-02 01:00:00,236.99,0.0,2.91,35.05,0.49,1.58,2.02,1.54
2021-09-02 02:00:00,250.34,0.0,2.66,38.27,0.51,1.93,2.28,1.35
2021-09-02 03:00:00,260.35,0.0,2.59,38.98,0.54,2.11,2.44,1.28
2021-09-02 04:00:00,267.03,0.0,2.36,40.41,0.54,2.09,2.39,1.22
2021-09-02 05:00:00,280.38,0.01,3.6,30.4,0.64,2.4,3.24,3.29
2021-09-02 06:00:00,310.42,0.12,7.37,15.91,0.98,3.09,4.56,5.76
2021-09-02 07:00:00,447.27,5.03,15.94,2.35,2.41,4.6,6.87,9.75
2021-09-02 08:00:00,707.63,24.59,16.62,0.02,4.17,6.44,10.08,12.67
2021-09-02 09:00:00,907.9,42.02,13.88,0.28,4.05,7.53,12.54,9.12
2021-09-02 10:00:00,921.25,43.36,13.2,0.86,3.31,7.62,12.86,6.14
2021-09-02 11:00:00,323.77,0.89,6.17,33.98,1.13,2.69,3.32,1.31
2021-09-02 12:00:00,287.06,0.3,2.08,53.64,0.85,2.57,2.9,0.96
2021-09-02 13:00:00,273.71,0.21,1.24,62.94,0.66,2.36,2.61,0.84
2021-09-02 14:00:00,267.03,0.2,1.08,67.95,0.55,2.43,2.63,0.75
2021-09-02 15:00:00,267.03,0.19,1.07,69.38,0.48,2.73,2.9,0.72
2021-09-02 16:00:00,260.35,0.19,1.13,69.38,0.41,2.78,2.94,0.74
2021-09-02 17:00:00,260.35,0.26,1.78,68.67,0.62,2.94,3.11,0.84
2021-09-02 18:00:00,257.02,0.25,2.68,68.67,1.61,3.39,3.6,0.97
2021-09-02 19:00:00,250.34,0.11,2.96,67.95,3.82,3.89,4.14,1.0
2021-09-02 20:00:00,253.68,0.01,4.03,62.23,5.01,3.67,4.07,1.47
2021-09-02 21:00:00,250.34,0.0,4.88,50.07,3.52,2.65,3.22,2.06
2021-09-02 22:00:00,250.34,0.0,5.48,39.34,1.86,1.85,2.53,2.19
2021-09-02 23:00:00,247.0,0.01,6.0,30.4,0.98,1.58,2.36,2.19
2021-09-03 00:00:00,247.0,0.03,6.43,24.68,0.66,1.65,2.48,2.57
2021-09-03 01:00:00,240.33,0.02,5.48,22.17,0.58,1.65,2.55,3.14
2021-09-03 02:00:00,230.31,0.01,4.37,21.1,0.59,1.6,2.55,3.52
2021-09-03 03:00:00,216.96,0.01,2.96,22.35,0.54,1.3,2.09,2.88
2021-09-03 04:00:00,205.28,0.0,1.82,25.75,0.47,0.9,1.39,1.9
2021-09-03 05:00:00,200.27,0.0,1.59,27.54,0.48,0.77,1.13,1.54
2021-09-03 06:00:00,205.28,0.01,2.55,24.32,0.58,0.97,1.5,1.92
2021-09-03 07:00:00,236.99,0.11,6.43,18.77,0.89,1.37,2.2,2.19
2021-09-03 08:00:00,293.73,0.57,12.0,11.62,1.21,1.78,2.85,2.25
2021-09-03 09:00:00,310.42,1.77,12.51,10.82,1.43,2.03,3.11,2.25
2021-09-03 10:00:00,283.72,1.62,9.68,16.63,1.54,2.24,3.13,2.06
2021-09-03 11:00:00,216.96,0.28,4.03,28.25,1.03,1.87,2.18,0.94
2021-09-03 12:00:00,203.61,0.21,2.96,31.11,0.82,1.69,1.87,0.71
2021-09-03 13:00:00,198.6,0.17,2.44,32.54,0.71,1.62,1.75,0.62
2021-09-03 14:00:00,198.6,0.19,2.08,33.98,0.77,1.64,1.79,0.59
2021-09-03 15:00:00,205.28,0.2,1.91,37.55,0.88,1.86,2.01,0.6
2021-09-03 16:00:00,203.61,0.2,1.82,38.62,0.8,1.75,1.88,0.59
2021-09-03 17:00:00,206.95,0.25,2.53,37.91,0.72,1.56,1.7,0.64
2021-09-03 18:00:00,208.62,0.19,3.09,36.12,0.62,1.46,1.61,0.71
2021-09-03 19:00:00,203.61,0.07,3.0,34.33,0.53,1.25,1.43,0.74
2021-09-03 20:00:00,205.28,0.01,3.81,32.9,0.57,0.99,1.29,1.05
2021-09-03 21:00:00,208.62,0.0,4.5,31.83,0.65,0.86,1.3,1.41
2021-09-03 22:00:00,211.95,0.01,4.67,31.47,0.7,0.9,1.44,1.62
2021-09-03 23:00:00,211.95,0.01,4.11,30.76,0.57,0.99,1.47,1.5
2021-09-04 00:00:00,208.62,0.01,3.13,30.04,0.38,1.0,1.32,1.33
2021-09-04 01:00:00,201.94,0.0,1.86,30.76,0.28,0.92,1.14,1.19
2021-09-04 02:00:00,196.93,0.0,1.17,31.83,0.25,0.77,0.95,1.08
2021-09-04 03:00:00,195.27,0.0,1.0,31.47,0.25,0.66,0.86,1.14
2021-09-04 04:00:00,195.27,0.0,0.93,30.76,0.26,0.61,0.82,1.22
2021-09-04 05:00:00,198.6,0.0,1.26,27.9,0.34,0.71,1.08,1.77
2021-09-04 06:00:00,206.95,0.01,2.23,23.6,0.44,0.9,1.52,2.34
2021-09-04 07:00:00,240.33,0.1,5.57,18.24,0.72,1.22,2.14,2.63
2021-09-04 08:00:00,287.06,0.43,10.11,12.52,0.97,1.44,2.55,2.57
2021-09-04 09:00:00,293.73,1.09,10.2,12.34,1.03,1.31,2.35,2.44
2021-09-04 10:00:00,260.35,1.51,6.26,21.1,0.89,1.05,1.85,2.28
2021-09-04 11:00:00,205.28,0.33,1.93,36.12,0.45,0.58,0.83,1.11
2021-09-04 12:00:00,190.26,0.23,1.13,43.63,0.35,0.56,0.74,0.99
2021-09-04 13:00:00,186.92,0.2,0.85,48.64,0.29,0.68,0.86,1.03
2021-09-04 14:00:00,186.92,0.17,0.79,52.21,0.28,0.94,1.15,1.0
2021-09-04 15:00:00,191.93,0.14,0.92,53.64,0.33,1.28,1.5,0.93
2021-09-04 16:00:00,193.6,0.1,1.2,52.21,0.35,1.28,1.49,0.94
2021-09-04 17:00:00,206.95,0.13,2.74,49.35,0.53,1.35,1.6,1.27
2021-09-04 18:00:00,216.96,0.14,3.98,47.92,0.7,1.76,2.1,1.66
2021-09-04 19:00:00,216.96,0.05,3.38,49.35,0.78,2.24,2.63,1.6
2021-09-04 20:00:00,220.3,0.01,3.26,48.64,0.82,2.37,2.84,1.69
2021-09-04 21:00:00,211.95,0.0,3.81,44.7,0.78,2.11,2.71,2.01
2021-09-04 22:00:00,201.94,0.0,4.33,42.56,0.75,1.86,2.54,2.19
2021-09-04 23:00:00,188.59,0.0,4.16,43.63,0.63,1.42,2.1,2.28
2021-09-05 00:00:00,181.91,0.0,3.64,41.84,0.44,0.97,1.56,2.38
2021-09-05 01:00:00,176.91,0.0,2.79,37.55,0.35,0.82,1.38,2.5
2021-09-05 02:00:00,171.9,0.0,2.06,32.9,0.32,0.74,1.28,2.6
2021-09-05 03:00:00,171.9,0.0,1.61,29.33,0.31,0.67,1.17,2.38
2021-09-05 04:00:00,173.57,0.0,1.35,27.9,0.31,0.65,1.11,2.06
2021-09-05 05:00:00,173.57,0.0,1.37,28.25,0.35,0.63,1.07,1.92
2021-09-05 06:00:00,176.91,0.01,1.84,28.97,0.44,0.65,1.12,1.93
2021-09-05 07:00:00,195.27,0.02,3.98,27.9,0.66,0.8,1.37,2.0
2021-09-05 08:00:00,223.64,0.05,6.86,26.11,0.87,1.11,1.83,1.98
2021-09-05 09:00:00,233.65,0.18,7.37,26.11,0.97,1.39,2.16,1.95
2021-09-05 10:00:00,220.3,0.42,5.36,28.97,0.91,1.29,1.96,1.88
2021-09-05 11:00:00,190.26,0.19,2.23,34.33,0.48,0.6,0.88,1.06
2021-09-05 12:00:00,185.25,0.16,1.71,33.98,0.35,0.5,0.69,1.0
2021-09-05 13:00:00,183.58,0.15,1.54,33.98,0.3,0.5,0.68,1.05
2021-09-05 14:00:00,181.91,0.16,1.52,34.69,0.28,0.5,0.69,1.11
2021-09-05 15:00:00,180.24,0.15,1.48,35.76,0.26,0.5,0.71,1.14
2021-09-05 16:00:00,180.24,0.13,1.48,36.84,0.25,0.5,0.73,1.17
2021-09-05 17:00:00,188.59,0.12,2.12,37.19,0.31,0.5,0.72,1.25
2021-09-05 18:00:00,195.27,0.1,2.72,37.91,0.36,0.56,0.78,1.33
2021-09-05 19:00:00,193.6,0.04,2.57,38.98,0.38,0.65,0.87,1.35
2021-09-05 20:00:00,193.6,0.01,2.64,38.27,0.45,0.68,0.95,1.44
2021-09-05 21:00:00,196.93,0.0,2.96,34.69,0.53,0.65,0.99,1.62
2021-09-05 22:00:00,198.6,0.0,3.13,30.76,0.56,0.63,1.02,1.6
2021-09-05 23:00:00,196.93,0.01,2.74,27.18,0.46,0.55,0.92,1.43
2021-09-06 00:00:00,195.27,0.01,2.38,23.96,0.35,0.5,0.81,1.39
2021-09-06 01:00:00,195.27,0.01,2.12,22.17,0.37,0.5,0.81,1.44
2021-09-06 02:00:00,195.27,0.0,1.8,20.92,0.41,0.5,0.84,1.55
2021-09-06 03:00:00,193.6,0.0,1.39,19.67,0.39,0.5,0.84,1.54
2021-09-06 04:00:00,191.93,0.0,1.09,18.6,0.34,0.5,0.81,1.38
2021-09-06 05:00:00,191.93,0.01,1.11,17.7,0.34,0.5,0.8,1.28
2021-09-06 06:00:00,195.27,0.02,1.46,16.63,0.37,0.5,0.82,1.3
2021-09-06 07:00:00,210.29,0.11,3.04,14.66,0.53,0.5,0.9,1.38
2021-09-06 08:00:00,230.31,0.29,5.18,11.98,0.64,0.59,1.07,1.36
2021-09-06 09:00:00,230.31,0.52,5.48,11.44,0.69,0.59,1.06,1.33
2021-09-06 10:00:00,223.64,1.02,3.98,14.13,0.69,0.55,0.99,1.3
2021-09-06 11:00:00,205.28,0.77,2.49,19.67,0.5,0.5,0.81,1.05
2021-09-06 12:00:00,198.6,0.56,1.97,25.75,0.43,0.5,0.75,1.0
2021-09-06 13:00:00,196.93,0.43,1.76,31.83,0.42,0.5,0.74,1.06
2021-09-06 14:00:00,196.93,0.3,1.74,35.76,0.48,0.57,0.81,1.03
2021-09-06 15:00:00,201.94,0.24,1.99,37.91,0.6,0.89,1.15,1.05
2021-09-06 16:00:00,208.62,0.19,2.42,39.34,0.69,1.12,1.41,1.12
2021-09-06 17:00:00,226.97,0.26,4.11,39.34,0.88,1.36,1.7,1.39
2021-09-06 18:00:00,250.34,0.4,6.0,40.41,1.12,1.67,2.07,1.76
2021-09-06 19:00:00,263.69,0.34,7.2,40.77,1.34,1.92,2.42,2.09
2021-09-06 20:00:00,287.06,0.08,10.03,35.05,1.7,2.22,2.98,2.79
2021-09-06 21:00:00,327.11,0.0,13.2,28.97,2.24,2.92,4.08,3.83
2021-09-06 22:00:00,363.83,0.0,14.57,28.25,2.71,3.87,5.35,4.88
2021-09-06 23:00:00,347.14,0.01,12.85,26.11,2.35,4.38,6.12,4.69
2021-09-07 00:00:00,327.11,0.01,11.14,21.99,1.71,4.53,6.36,4.18
2021-09-07 01:00:00,303.75,0.01,9.0,19.49,1.28,4.59,6.31,3.83
2021-09-07 02:00:00,290.39,0.01,7.28,16.99,1.03,4.85,6.34,4.05
2021-09-07 03:00:00,287.06,0.03,6.34,13.77,0.92,5.16,6.63,4.75
2021-09-07 04:00:00,280.38,0.05,5.83,10.82,0.93,5.42,7.27,5.89
2021-09-07 05:00:00,293.73,0.13,6.51,8.23,1.13,5.54,7.72,7.41
2021-09-07 06:00:00,323.77,0.35,8.48,6.44,1.37,5.57,7.58,7.66
2021-09-07 07:00:00,400.54,1.58,14.05,3.93,1.97,5.75,7.62,7.35
2021-09-07 08:00:00,410.56,0.29,16.11,14.31,2.47,4.85,6.01,4.05
2021-09-07 09:00:00,467.3,0.95,18.85,11.62,2.92,4.75,6.02,3.48
2021-09-07 10:00:00,467.3,2.6,15.77,17.88,3.19,4.64,5.87,3.17
2021-09-07 11:00:00,347.14,0.72,10.28,27.9,2.09,2.83,3.57,2.0
2021-09-07 12:00:00,287.06,0.43,7.11,31.11,1.51,1.8,2.33,1.69
2021-09-07 13:00:00,260.35,0.38,5.66,36.48,1.25,1.37,1.84,1.66
2021-09-07 14:00:00,233.65,0.27,4.5,50.07,1.01,1.2,1.58,1.47
2021-09-07 15:00:00,213.62,0.18,3.51,60.8,0.79,1.16,1.48,1.36
2021-09-07 16:00:00,201.94,0.14,2.91,61.51,0.6,1.05,1.34,1.31
2021-09-07 17:00:00,213.62,0.19,4.07,58.65,0.68,1.29,1.62,1.57
2021-09-07 18:00:00,243.66,0.2,5.91,57.22,0.92,2.35,2.81,2.03
2021-09-07 19:00:00,260.35,0.09,6.08,58.65,1.07,4.08,4.68,2.38
2021-09-07 20:00:00,270.37,0.01,6.08,60.8,1.31,5.68,6.5,2.88
2021-09-07 21:00:00,273.71,0.0,6.26,62.23,1.45,6.69,7.75,3.45
2021-09-07 22:00:00,267.03,0.0,5.91,64.37,1.37,6.96,8.12,3.52
2021-09-07 23:00:00,260.35,0.0,5.83,65.8,1.16,6.89,7.92,3.2
2021-09-08 00:00:00,257.02,0.0,5.74,65.09,1.16,6.96,7.85,2.85
2021-09-08 01:00:00,270.37,0.0,5.1,64.37,1.58,8.11,8.95,2.57
2021-09-08 02:00:00,293.73,0.0,4.76,61.51,2.3,10.48,11.41,2.66
2021-09-08 03:00:00,317.1,0.0,4.5,58.65,2.83,12.68,13.75,2.85
2021-09-08 04:00:00,337.12,0.0,4.5,54.36,3.07,14.56,15.8,3.07
2021-09-08 05:00:00,337.12,0.0,5.23,46.49,2.56,13.98,15.4,4.18
2021-09-08 06:00:00,340.46,0.0,6.77,36.84,1.88,12.44,14.28,4.24
2021-09-08 07:00:00,380.52,0.04,12.17,25.75,1.79,12.06,14.71,4.12
2021-09-08 08:00:00,423.91,0.56,19.02,12.52,1.8,10.75,13.92,3.71
2021-09-08 09:00:00,427.25,3.91,17.99,7.42,1.85,7.92,11.01,3.45
2021-09-08 10:00:00,417.23,7.26,13.54,13.23,2.0,6.14,9.11,3.8
2021-09-08 11:00:00,226.97,0.52,5.27,41.84,0.84,1.78,2.53,1.65
2021-09-08 12:00:00,191.93,0.19,2.51,59.37,0.49,0.84,1.18,1.22
2021-09-08 13:00:00,186.92,0.14,1.82,69.38,0.38,0.78,1.03,1.12
2021-09-08 14:00:00,185.25,0.1,1.67,77.96,0.33,0.8,1.04,1.08
2021-09-08 15:00:00,185.25,0.09,1.8,83.69,0.34,0.86,1.11,1.12
2021-09-08 16:00:00,188.59,0.09,2.08,83.69,0.39,0.96,1.23,1.24
2021-09-08 17:00:00,201.94,0.12,3.47,81.54,0.58,1.09,1.39,1.46
2021-09-08 18:00:00,216.96,0.11,4.93,80.82,0.86,1.33,1.67,1.68
2021-09-08 19:00:00,223.64,0.04,5.27,80.11,1.24,1.7,2.06,1.76
2021-09-08 20:00:00,230.31,0.0,5.36,80.11,1.88,2.27,2.7,1.84
